month,day,year,budget,domestic,worldwide
Jul,13,2012,17.7,0.049521,14.518884
Oct,15,2004,18,7.739049,14.488705
Jan,18,1991,35,14.47144,14.47144
Feb,20,2004,26,14.469428,14.469428
Apr,26,2002,40,14.448589,14.448589
Jul,16,2004,3.2,6.529624,14.441158
Oct,22,1982,2.5,14.4,14.4
Jan,1,1956,4,14.4,14.4
May,14,1999,14,14.395874,14.395874
Dec,24,1999,36,14.378353,14.378353
May,15,1987,40,14.375181,14.375181
Feb,28,1992,40,14.358033,14.358033
Jul,28,1989,5,14.343976,14.343976
Aug,3,2007,25,13.938332,14.334401
Dec,1,2006,10,7.027762,14.32107
Sep,19,2008,6.53789,0.008744,14.319195
Jun,3,2011,3.2,5.790894,14.314407
Mar,20,2015,2.3,12.9856,14.30545
Sep,20,2002,70,14.294842,14.294842
May,5,2000,34,6.543194,14.291999
Nov,12,1999,50,14.271297,14.271297
Feb,1,2008,1.6,1.060591,14.25376
Apr,11,2001,22,14.25283,14.25283
Apr,20,2001,15,14.249005,14.249005
Aug,16,1985,4,14.23788,14.23788
Jul,31,1992,7,14.231669,14.231669
Jan,31,2014,18,13.371528,14.18981
Jul,18,2003,10,8.112414,14.156753
Apr,20,2007,10.5,11.052958,14.140402
Oct,6,2006,14,5.463019,14.121177
Jun,10,1988,9.5,14.114,14.114
Jul,18,2003,16,14.108518,14.108518
Aug,6,1997,12,14.010363,14.010363
May,1,1987,3.5,14,14
Sep,13,2002,25,13.973532,13.973532
Dec,25,2008,2,2.283849,13.912289
Oct,1,2008,2.5,13.01116,13.881317
Dec,9,1988,16,13.854,13.854
Apr,3,1998,10,10.162034,13.83513
Nov,14,1997,20,13.801755,13.801755
Jun,22,1977,14,13.8,13.8
Aug,23,1996,3.5,9.482579,13.795053
Jun,21,2002,15.6,13.571817,13.771817
Oct,10,2003,7,10.199354,13.767816
Jul,24,1981,18,13.747234,13.747234
Jan,27,1995,26,13.738574,13.738574
Oct,13,2006,20,13.395961,13.725032
Oct,13,2000,11,13.592872,13.719474
May,22,1998,18.5,10.680275,13.711903
Jun,28,2002,10,13.684949,13.684949
Nov,8,1962,19,13.68,13.68
Mar,20,2015,40,10.664749,13.644292
Sep,21,2007,16.5,11.892415,13.636339
Aug,17,2001,35,13.264986,13.601109
Aug,10,2001,70,13.596911,13.596911
Jun,28,2013,23,0.036686,13.593473
Mar,30,2001,11,13.558739,13.558739
Oct,27,2000,22,13.555988,13.555988
Mar,12,1999,40,13.508635,13.508635
Oct,21,2011,5.5,0.611709,13.480196
Dec,14,2005,15,5.027684,13.454474
Nov,21,2006,3.7,2.730296,13.447998
Jun,23,2009,17,0,13.446115
Jun,3,2005,25,11.273517,13.424365
Mar,27,2015,10,7.582065,13.423176
Sep,28,1996,4.5,13.417292,13.417292
May,22,1981,18,13.4,13.4
Oct,21,1994,20,13.383747,13.383747
Oct,10,2004,11,3.753806,13.353855
Jan,11,2008,15,12.981269,13.248444
Jan,11,2008,60,4.775656,13.23322
Aug,30,2002,40,13.208023,13.208023
Mar,16,2007,14,12.559771,13.205411
Sep,19,2003,18,3.203044,13.203044
Apr,9,1976,3,13.2,13.2
Jun,10,2005,27,12.834849,13.174426
Mar,4,2011,6,0.12921,13.168809
Dec,25,1962,2,13.129846,13.129846
Jul,15,2016,5,13.099931,13.099931
Mar,16,1984,9,13.07539,13.07539
Sep,8,2000,9,6.047856,13.061935
Dec,20,1996,36,13.052741,13.052741
Dec,24,1999,25,13.03866,13.03866
May,13,1994,14,13.02417,13.02417
Aug,25,2000,23,13.019253,13.019253
Jan,1,1967,3.5,13,13.007551
Jul,16,1966,3,13,13
Nov,4,1988,4,13,13
Oct,24,1978,24,13,13
Aug,14,2009,20,5.210988,12.967829
Jun,21,1996,5,12.961389,12.961389
Mar,27,1986,5,12.947763,12.947763
Sep,25,2015,1,7.192291,12.931569
Mar,31,2006,15.25,7.80245,12.930343
Nov,4,2016,9,7.710234,12.927162
Feb,21,2003,55,12.882934,12.923936
Feb,21,2003,55,12.882934,12.923936
Oct,30,1998,12,12.905901,12.905901
Mar,7,1986,16,5.9,12.9
Feb,23,1996,47,5.707094,12.9
Jun,29,2007,30,12.406646,12.885574
Apr,25,2008,25,4.598506,12.850033
Mar,6,2015,35,10.219501,12.819501
Dec,20,1996,23,12.803305,12.803305
Sep,1,2000,15,12.80119,12.80119
Jan,1,1959,3.5,12.8,12.8
Oct,21,1988,6,12.793213,12.793213
Aug,4,2006,8,12.6713,12.740705
Oct,15,1999,7.2,12.610552,12.678312
Aug,25,2006,15,12.669914,12.669914
Apr,16,2003,9,6.126237,12.657377
Nov,27,2002,40,4.835968,12.624471
Jun,21,1972,3.5,12.6,12.6
Apr,2,1982,5,12.592907,12.592907
Apr,21,2000,14,5.10882,12.59127
Sep,7,2012,3,0.44677,12.577401
Mar,14,1997,10,12.554569,12.554569
Oct,24,1997,36,12.532777,12.532777
Jun,29,2012,16,12.431792,12.519804
Mar,22,2002,12,10.198766,12.516222
May,14,2004,9,12.232382,12.512317
Aug,11,2006,35,11.989328,12.506188
Jan,1,1956,6,12.5,12.5
Feb,20,2015,14,12.314651,12.452601
Oct,11,2002,15,11.66018,12.4197
Nov,20,2009,25,1.702112,12.413949
Apr,19,2002,1.5,1.222889,12.412889
Oct,26,2007,3.3,8.093373,12.405473
Aug,23,2002,20,12.398628,12.398628
Nov,21,2007,20,4.017609,12.397613
Jan,4,2013,15,7.597898,12.394562
Jan,1,1971,6.5,12.376563,12.376563
Apr,7,2000,24,12.37241,12.37241
Nov,7,2008,40,12.082391,12.345883
Feb,6,2014,44,6.105175,12.342632
Sep,10,1993,12.5,12.281,12.30998
Jan,1,1971,2.5,12.3,12.3
Jan,9,2004,23,12.189514,12.291975
Sep,26,2003,2.5,0.43236,12.267275
Feb,21,2003,15,9.23747,12.262065
Sep,11,2009,35,10.275638,12.254746
Oct,24,2008,4.5,2.122085,12.247682
Apr,15,1983,5,12.232628,12.232628
Feb,28,2014,1.7,4.2315,12.2315
Oct,18,2002,25,10.719367,12.219367
Apr,25,2003,15,12.212417,12.212417
Feb,19,1999,10,10.827813,12.179708
Oct,9,1998,60,12.069719,12.069719
Mar,3,2006,3,11.718595,12.051924
Nov,17,2017,22,11.962712,12.039067
Mar,1,2013,12,1.703125,12.034913
Oct,3,2008,28,2.775593,12.031443
Apr,30,2010,7.3,1.818681,12.023606
Jan,15,1999,30,12.017369,12.017369
Jun,24,1977,21.6,12,12.005968
Feb,23,1966,3.5,12,12
Jan,25,2008,0.9,1.196321,11.993156
Feb,27,2009,50,8.742261,11.942261
Jan,20,2006,10,11.748661,11.924041
Oct,8,2001,15,7.219578,11.919578
Apr,22,2016,35,4.212494,11.848058
Dec,20,2002,7.5,10.465659,11.84326
Mar,26,2010,13,3.075255,11.831131
Oct,15,2010,12.5,6.797696,11.82698
Aug,30,2013,18,10.501938,11.813989
Apr,29,2016,20,8.81341,11.81341
May,28,1999,16,11.810854,11.810854
Feb,26,1988,1.5,11.806119,11.806119
Oct,11,2002,4,6.525762,11.79906
May,24,1995,6,11.784569,11.784569
Aug,22,2008,23,11.511323,11.778396
Oct,14,1994,0.7,7.768371,11.768371
Jun,22,2012,10,7.078738,11.766959
Oct,21,2005,7.5,10.284523,11.758418
May,28,2010,42,1.259693,11.756922
May,13,2005,6.5,2.339957,11.745931
May,6,1994,20,11.74496,11.74496
Aug,8,1963,4,11.744471,11.744471
Dec,31,2008,13.7,0,11.738256
Nov,22,2000,13.5,7.060876,11.732088
Oct,13,1989,6,11.642254,11.642254
Oct,1,1999,17,11.634458,11.634458
Apr,22,2011,5.2,0.564489,11.633427
Aug,27,1999,15,11.614954,11.614954
Jun,21,1985,25,11.603545,11.603545
Jun,2,2006,15,1.200216,11.599903
Mar,12,1999,30,11.578022,11.578022
Sep,5,2003,35,7.659747,11.559747
Oct,20,2000,10,11.546543,11.546543
Sep,3,2004,16,11.540112,11.540112
Feb,24,2006,3,2.912606,11.537539
Jan,10,1997,55,11.532774,11.532774
Jan,10,1997,55,11.532774,11.532774
Oct,19,2012,1,6.002451,11.495204
Oct,24,2003,60,4.426297,11.42709
Feb,11,1981,10,2,11.4
Nov,11,2016,10,6.900335,11.361962
Nov,1,2016,14,0,11.35423
Jul,15,2011,6,1.348205,11.348205
Apr,28,2006,3,5.529144,11.322573
Oct,12,2007,12.5,5.95648,11.277119
May,17,2013,3,4.067398,11.267511
Sep,1,1999,34,11.263966,11.263966
May,2,2008,2,1.785505,11.263263
Sep,16,2011,25,10.324441,11.253821
Mar,28,2008,25,10.915744,11.229035
Jul,24,1987,17,11.227824,11.227824
Jul,2,2004,2,5.792822,11.217346
Jan,30,1998,45,11.203026,11.203026
Oct,5,2005,1.5,7.372734,11.191423
Sep,15,2010,15,2.434652,11.173718
Oct,26,2012,14,9.409538,11.166615
Apr,3,1998,15,11.156471,11.156471
Feb,23,2007,13,11.003643,11.141213
Nov,26,2003,4,8.291572,11.131455
Aug,13,1999,25,10.115014,11.115766
Jul,1,1986,25,11.1,11.1
Oct,25,1985,3,11.052713,11.052713
Jun,18,2010,47,10.547117,11.022696
Jan,1,1957,5,11,11.014685
Feb,8,1915,0.11,10,11
Jan,1,1945,1.25,11,11
Sep,24,1951,2.3,11,11
May,23,1973,4.638783,8,11
Jan,1,1959,5,11,11
Mar,2,2007,15,9.39687,10.951153
Feb,6,2004,4,10.941801,10.941801
May,13,2016,4,10.753574,10.898293
Sep,4,2009,7.5,10.823158,10.849158
Mar,24,2000,15,10.494147,10.845127
Dec,31,2001,7.5,0,10.834406
Jul,30,2010,7,9.176933,10.828305
Nov,10,2000,1.2,9.180275,10.827356
Oct,11,1985,7,10.803211,10.803211
Aug,4,2006,4,7.836393,10.770993
Jan,1,1946,3.18,6.6,10.768908
Jan,13,2012,7,1.738692,10.765283
Mar,1,1989,15,10.763469,10.763469
Apr,29,2011,8,10.130219,10.763183
Dec,28,2016,5,2.141423,10.762654
Mar,17,2017,5,10.16682,10.753399
Aug,20,1982,5,10.751126,10.751126
Jan,9,2009,5,10.572742,10.732909
Oct,8,1993,25,10.731997,10.731997
Sep,30,1992,12.5,10.725228,10.725228
Aug,20,1999,40,10.447421,10.717421
Nov,5,1993,22,10.69621,10.69621
Dec,12,1997,20,10.686841,10.686841
Jun,12,2009,5,5.010163,10.676073
Aug,27,1999,34,10.672566,10.672566
Mar,3,2000,2,3.33023,10.672492
Dec,3,1999,23,10.660147,10.660147
Nov,28,2007,9,6.623082,10.642023
Aug,24,2012,17,4.936819,10.637281
Oct,30,2009,8,10.273187,10.62932
Apr,21,2000,6,4.859475,10.61977
Jun,21,1985,27,10.618813,10.618813
Sep,13,1985,4.5,10.609321,10.609321
Aug,12,2005,60,10.166502,10.59707
Jul,23,1999,10,10.571408,10.571408
Oct,22,1999,20,10.570375,10.570375
Nov,7,1997,50,10.561038,10.561038
Dec,15,2000,6,8.596914,10.557291
Dec,15,1989,20,10.555348,10.555348
May,9,2014,5,10.429707,10.537341
Apr,21,2017,90,8.224288,10.524093
Nov,25,1998,15,10.513979,10.513979
Jul,31,2009,3,7.712114,10.473836
Mar,18,2005,20,0.468867,10.468867
Jan,23,1943,1.039,10.4625,10.4625
Nov,9,2012,24.2,0.017,10.447579
May,4,2012,11,0,10.431506
Aug,9,1995,0.05,10.426506,10.426506
Sep,24,2004,30,9.05501,10.419084
Oct,17,2008,19,8.402485,10.412485
Jan,1,1960,3,10.4,10.4
Jan,1,1956,4.5,10.4,10.4
Feb,2,2001,14,10.397365,10.397365
Sep,9,2005,20,8.33072,10.393696
Sep,5,2014,34,0.004091,10.392666
Oct,18,2013,8.5,6.26367,10.386814
Apr,27,2001,105,6.712451,10.364769
Oct,13,1995,50,10.359006,10.359006
Mar,27,1998,27,10.341093,10.341093
Sep,4,1998,35,10.319915,10.319915
May,27,1998,3.5,10.317779,10.317779
Sep,29,2006,0.1,10.178331,10.243159
Dec,6,2016,7,0,10.237229
Feb,2,1996,38,10.2293,10.2293
Jul,11,2012,4.3,0.18887,10.212403
May,28,2004,5,8.88616,10.206551
Sep,22,2000,8,5.01845,10.192613
Nov,8,1989,9,10.161099,10.176701
May,8,2009,3,10.027047,10.172519
Aug,28,2015,2,3.591417,10.166209
Jun,13,2001,4.3,6.946056,10.158355
Dec,5,2008,35,8.050977,10.157534
Oct,22,1999,6.5,10.155691,10.155691
Feb,18,1983,10.1,10.143618,10.143618
Feb,8,2013,1.9,0.222098,10.137234
Oct,13,2017,12,10.051659,10.111433
Jun,5,2009,21,9.451946,10.108016
Apr,27,2012,6,9.204489,10.106975
Nov,14,2001,4,10.097096,10.097096
Sep,26,2003,40,9.652,10.070651
Aug,26,2009,29,7.460204,10.066366
Jun,18,2010,7,7.468936,10.062896
Oct,24,2003,3,1.266955,10.051516
Apr,19,1996,25,10.039566,10.039566
Aug,18,2000,1,10.03739,10.03739
Jun,1,2012,12,5.669081,10.026255
Jun,12,1998,13,10.020081,10.020081
Jun,11,1999,10,10.019109,10.019109
Oct,27,2000,65,10.014234,10.014234
Apr,7,1933,0.672,10,10.00065
Jan,1,1980,0.35,10,10
May,29,1963,2.5,10,10
Jan,1,1961,3,10,10
Jan,1,1963,17,10,10
Aug,8,2001,3,8.823109,9.981635
Dec,31,2016,4.4,0,9.969237
Dec,18,1985,15,9.929135,9.932146
Mar,1,2000,4,9.821335,9.821335
Aug,27,1999,22,9.818792,9.818792
Oct,10,2008,37.5,9.793406,9.813309
Oct,13,1995,50,9.81287,9.81287
Dec,4,2009,4.3,0.199228,9.791282
Feb,24,2006,17,6.855137,9.729088
Oct,27,2017,20,9.47939,9.718331
Oct,3,1980,5.1,9.709597,9.709597
Jan,1,1972,1.7,9.7,9.7
Dec,18,2015,1.7,1.777043,9.696537
Sep,26,2008,45,7.916887,9.676497
Mar,11,2016,5,9.669521,9.669521
Mar,18,2011,5.8,0.54286,9.662214
Jun,17,2005,2,3.885134,9.615464
Jul,28,1954,0.91,9.6,9.6
Apr,23,1993,15,9.579068,9.579068
Jun,3,2016,20,9.49613,9.53712
Apr,9,2004,6.8,0.025032,9.533964
Sep,22,2006,55,7.221458,9.521458
Sep,22,2006,55,7.221458,9.521458
Aug,20,2003,2,4.601043,9.505996
Oct,3,2003,0.5,5.801558,9.470209
Nov,23,2005,22,4.835065,9.448623
Dec,31,2010,25,0,9.445081
Apr,27,2007,7.4,0.872643,9.443864
Oct,17,2003,17,1.569918,9.438074
Sep,20,2002,4,4.046737,9.413956
Dec,31,2017,25,0,9.409732
Jul,9,2004,10,9.408183,9.408183
May,13,2005,0.5,8.117961,9.387581
Mar,1,2013,12.5,0.292562,9.376444
Aug,27,2004,20,9.109322,9.355369
Nov,2,2007,27,7.50031,9.352089
Mar,13,2002,1.5,7.025722,9.345061
Sep,2,2011,4.5,1.400726,9.330465
Mar,22,2013,25,0.720828,9.313302
May,10,2013,15,9.177065,9.307166
Mar,23,2012,1.1,4.105123,9.297407
May,17,1991,25,9.286314,9.286314
Jun,12,2015,8,6.758416,9.26618
Jun,24,2011,4.6,0.514237,9.261711
Jan,1,1962,2,9.25,9.25
Dec,4,2009,20,9.208876,9.208876
Jan,15,1988,6.2,9.205924,9.205924
Jan,1,1940,2,9.172,9.172
Dec,25,1993,11,9.170214,9.170214
Jan,29,1964,1.8,9.16437,9.16437
Jan,1,1945,2.16,9.132,9.132
Oct,26,2012,5,0,9.109597
Jun,16,2000,80,9.10363,9.10363
Apr,1,2016,0.9,9.097072,9.097072
Sep,27,2013,18,3.419967,9.082906
May,21,1999,15,8.322608,9.044093
May,12,1999,3,9.01707,9.01707
Jan,1,1948,3,9.012,9.012
Jan,1,1956,1,9,9
Jan,1,1970,1,9,9
Jan,1,1939,1.5,9,9
Dec,30,1925,3.9,9,9
Sep,11,1998,0.25,0.48922,8.969065
Dec,5,2008,12,8.195551,8.942516
Sep,30,1983,15,8.92105,8.92105
Oct,10,2007,6.4,0.871577,8.902141
Oct,1,1999,28,8.891623,8.891623
Nov,30,2012,10,6.810754,8.890094
Apr,22,1994,8,8.864699,8.864699
Jan,14,2011,30,7.50256,8.845575
Jan,10,1991,7,8.824553,8.824553
Oct,26,1984,10,8.80194,8.80194
Jan,1,1973,1.8,8.8,8.8
Aug,20,2008,15,6.409528,8.767338
Jul,20,2001,5.5,6.217849,8.761608
Jul,25,2007,2.38,0.327919,8.739576
Mar,24,2000,15,8.735529,8.735529
Aug,27,2004,27,8.712564,8.712564
Oct,20,2006,12,6.86,8.706701
Aug,15,2003,2,6.003587,8.685632
Oct,22,2004,5,1.082044,8.655397
May,21,2010,10,8.5256,8.629895
Dec,25,2010,17,2.231474,8.609949
Jan,25,2008,17,7.070641,8.607815
Oct,7,2011,30,0.135739,8.593154
Oct,30,2015,28,7.002261,8.592432
Jul,1,2005,5.5,1.023424,8.589831
Dec,21,2011,7.5,3.014696,8.539003
Dec,3,2010,42,5.66634,8.514325
Apr,5,2002,45,7.262288,8.488871
Mar,16,2012,6,5.909483,8.446952
Aug,24,2001,28,8.434601,8.434601
Dec,24,1999,24,8.427204,8.427204
Apr,23,1999,33,8.408835,8.408835
Oct,19,1979,16,8.4,8.4
Oct,24,2001,10,7.316658,8.378853
May,22,2002,15,8.378141,8.378141
Mar,29,2002,50,8.355815,8.374062
Aug,12,1988,7,8.373585,8.373585
Nov,18,2016,8,0.082703,8.370555
Mar,19,2004,20,2.353728,8.361736
May,25,2007,4,7.006708,8.302995
Oct,26,2012,20,6.002756,8.300821
Dec,17,2004,24,6.144806,8.292914
Sep,16,2005,20,7.535331,8.284331
Dec,29,2000,8,8.279017,8.279017
Apr,14,2006,0.95,1.02464,8.267066
Jan,8,2008,10,0,8.243567
May,5,2006,15,8.117637,8.224998
May,23,2008,20,1.031872,8.2217
Nov,14,2014,16,2.429989,8.217571
Oct,4,2011,25,0,8.208594
Mar,14,2008,15,1.29464,8.200127
Dec,31,2015,2.7,0,8.2
Jan,1,1961,4,8.2,8.2
Jan,28,2005,20,5.178569,8.178569
Mar,19,2010,6,6.671283,8.173486
Jul,11,1997,28,8.165213,8.165213
Jan,5,2007,20,8.135024,8.135024
Mar,7,2003,5.4,0.7922,8.133256
Feb,1,2002,13,4.919896,8.130727
Jan,9,1998,19,8.12386,8.12386
Oct,19,2007,16,3.287315,8.120148
Aug,13,2010,4.2,1.044039,8.078683
May,8,1998,13,8.064972,8.064972
Apr,16,2004,20,8.047525,8.047525
Aug,22,1986,4.7,8.025872,8.025872
Mar,1,2013,4.5,0.026345,8.000366
Nov,16,1942,0.134,4,8
Dec,24,1916,0.2,8,8
Jan,1,1952,0.73,8,8
Sep,18,1951,1.8,8,8
Jan,1,1962,3.2,8,8
Jan,1,1980,3.5,8,8
May,17,1950,3.768785,8,8
Mar,11,1976,5,8,8
Jan,1,1969,20,8,8
Jan,4,2002,40,6.114237,7.974607
Oct,10,1997,5,4.306697,7.951247
Sep,24,1993,6.9,7.950889,7.950889
Oct,24,1960,12,7.9,7.9
Nov,20,1987,3,7.888,7.888
Aug,27,2010,15,0.12357,7.885048
Apr,13,1994,13,7.881335,7.881335
Feb,11,2011,10,6.861102,7.862131
Mar,14,2014,10,7.779614,7.843145
Sep,1,1999,7,7.309628,7.824358
Dec,21,2006,6,3.347411,7.818479
Nov,14,2003,0.3,7.718961,7.808524
Jan,1,1949,1,7.8,7.8
Jan,1,1947,2,7.8,7.8
Oct,8,2010,2,4.311834,7.799257
Oct,8,2010,1.9,1.445366,7.785229
Oct,18,2002,3,5.853194,7.77779
Jun,26,1998,2,6.7193,7.756617
Jun,15,2007,30,0.480314,7.755686
Sep,7,2007,40,0.876671,7.729552
May,6,2016,9,0.248795,7.714549
Sep,9,2011,0.75,7.706436,7.712436
Oct,14,2011,41,7.204138,7.684524
Mar,18,2016,18,3.712282,7.68025
Sep,25,1961,2,7.6,7.6
May,16,2014,16,2.013456,7.585011
Oct,23,2009,15,0.102458,7.58305
Mar,4,2011,19,6.928068,7.576604
Feb,27,2004,8.5,5.001655,7.573551
Feb,3,1995,4,7.555256,7.555256
Oct,26,2001,4.5,1.480006,7.510877
Mar,20,2015,10,5.637066,7.501132
Apr,22,2016,3,3.127773,7.445044
Jul,7,2006,20,5.501616,7.405084
Oct,6,2000,4.5,3.635482,7.389233
Dec,31,1986,2,7.369373,7.369373
Sep,2,2016,8,3.915251,7.315248
Mar,11,2016,16.8,6.469813,7.313697
Apr,7,2006,3,7.061128,7.301115
Nov,27,2013,17.5,7.018188,7.285135
Jul,8,1988,3,7.282851,7.282851
Apr,4,2014,13.3,2.614251,7.229933
Apr,18,2008,12,0.303439,7.203439
Apr,10,1952,2.54,7.2,7.2
Mar,22,1989,18,7.190505,7.190505
Aug,29,2008,4.9,0.617228,7.174984
Apr,6,2007,25,7.164995,7.164995
Aug,8,1986,0.175,7.137502,7.137502
Dec,25,1996,18,4.501094,7.12967
Aug,1,2003,54,6.087542,7.126002
Aug,1,2003,54,6.087542,7.126002
Dec,22,1978,5,7.1,7.1
Aug,16,2002,100,4.411102,7.094995
Jul,4,2007,10,5.490423,7.037886
Dec,31,2011,2.6,0,7.033931
Oct,3,2008,20,7.013191,7.022183
Aug,23,1991,23,7.018525,7.018525
Nov,12,2004,7,2.938532,7.017859
Jan,1,1977,0.1,7,7.012524
Oct,4,1996,4.5,3.80226,7.011317
Sep,1,2006,5.6,7.009668,7.009668
Oct,3,1955,1.2,7,7
Jul,3,1951,1.2,7,7
Oct,31,1945,1.5,7,7
May,25,1979,12.5,7,7
Sep,27,2002,15.3,0.081525,7
Aug,1,1980,40,7,7
May,12,2000,12,6.98268,6.98268
Aug,20,1982,3.25,6.965361,6.965361
Feb,1,2008,20,6.575282,6.947084
Aug,17,2012,4.9,0.095933,6.924321
Aug,2,2013,2.5,6.852971,6.916951
Sep,20,2002,30,6.916869,6.916869
Jun,28,1985,17.9,6.905861,6.905861
Mar,14,2003,20,6.882696,6.882696
Oct,1,2004,3,6.87973,6.87973
Feb,26,1999,6,6.85245,6.85245
Oct,16,2015,15,0.632542,6.832542
Mar,23,2007,8.4,1.207007,6.831069
Sep,27,2002,21,6.830957,6.830957
Sep,10,2010,6.75,0.113568,6.81253
Aug,3,1968,1.8,6.8,6.8
Mar,7,1965,5.8,6.8,6.8
Oct,10,2014,15,0,6.775458
Apr,27,2001,5,6.755271,6.755271
Feb,21,1986,18,6.734844,6.734844
Oct,30,1998,10,6.719864,6.719864
Dec,8,2017,22,6.069605,6.709821
Dec,20,1989,0.14,6.706368,6.706368
Dec,15,2006,32,1.308696,6.678033
Oct,10,2014,5,2.450846,6.656705
Oct,8,2010,8,6.363628,6.63295
Jan,30,2004,50,6.471394,6.626115
Oct,18,1996,0.2,4.505922,6.618578
Sep,15,2000,16,4.734235,6.615452
Jan,1,1963,2.686,6.6,6.6
Jul,18,2014,6,3.591299,6.591365
Jan,6,2006,5,6.090172,6.590172
Nov,10,2006,11,0.355968,6.586324
Aug,21,2009,15,6.382178,6.563402
Oct,9,2015,12,0.017484,6.553186
Apr,23,1999,14,6.552255,6.552255
Jan,26,2007,15,3.526588,6.55131
May,7,2010,7,1.110509,6.537179
May,4,2007,55,5.755286,6.521829
May,4,2007,55,5.755286,6.521829
Oct,31,1997,38,6.504442,6.504442
Jan,16,2004,10,6.491969,6.491969
Apr,2,2003,30,3.517797,6.460758
Jul,29,2011,13,1.024175,6.459183
Nov,6,1998,3.5,6.451628,6.451628
May,2,1997,35,6.448817,6.448817
Jun,10,2005,2.85,3.681066,6.435262
Feb,20,2004,39,5.881504,6.429865
Sep,29,1991,2.5,6.401336,6.401336
Jul,18,2008,15,2.203641,6.379575
Jul,1,1986,40,1.641825,6.341825
Sep,2,2005,80,1.900451,6.300451
Mar,3,2000,50,6.291602,6.291602
Aug,4,1999,13,6.276869,6.276869
Nov,18,2016,16,5.083906,6.248077
May,3,2002,10,6.044618,6.244618
Mar,25,2005,3,0.707391,6.239723
Nov,10,2006,2,3.337931,6.225304
Dec,17,2010,5,2.229058,6.205034
Dec,17,1999,20,6.201757,6.201757
Nov,20,1998,12,5.07866,6.2
Oct,15,1999,10,6.197866,6.197866
Aug,29,2008,6,4.694491,6.176114
Mar,7,2003,6.5,6.173485,6.173485
Jul,21,1989,5,6.157157,6.157157
Oct,18,2013,26,3.254172,6.154172
Jun,6,2003,5.5,3.031801,6.148823
Oct,9,1998,0.1,2.652246,6.121582
Jan,29,1982,13.5,6.118683,6.118683
Dec,29,1967,1.2,6.1,6.1
Apr,29,2011,20,1.186538,6.093725
Dec,31,2014,20,5.749134,6.071433
Oct,10,2014,2,6.047363,6.049171
Sep,21,2001,22,6.047691,6.047691
Aug,1,2008,1,2.511476,6.030129
Oct,8,1999,10,3.193102,6.030047
Apr,9,1999,1.6,6.026908,6.026908
Jan,1,1940,1.288,6,6
Dec,19,1969,4,6,6
Dec,18,1981,10,6,6
Jun,26,1981,18,6,6
Aug,24,2012,4,2.672413,5.966671
Feb,6,2004,15,0.501752,5.953886
May,18,2007,10,0.137221,5.950002
Feb,1,2002,11,4.814244,5.942218
Aug,25,2017,2,5.802208,5.941994
Mar,13,1987,3.5,5.923044,5.923044
Jan,15,2010,3,0.374675,5.922292
Mar,31,2004,20,0,5.918742
Nov,25,2016,18,3.500605,5.91187
Jun,14,2013,1,4.94625,5.892466
Nov,10,1999,13,5.871603,5.871603
Jun,24,2016,3,4.210454,5.837111
Oct,19,1990,4.2,5.835247,5.835247
Sep,30,1994,18,5.828466,5.828466
Aug,13,1999,16,4.217115,5.825314
Nov,13,2012,9.2,3.047539,5.806666
Sep,12,2014,1,5.284309,5.797192
Oct,27,2006,14,4.299773,5.782198
Aug,17,1984,25,5.778353,5.778353
Oct,16,1998,3,2.746453,5.746453
Sep,28,2012,19,5.310554,5.745503
Aug,28,1981,3,5.732587,5.732587
Nov,15,2002,1.8,5.719,5.719
Jun,10,2011,3.5,0.253444,5.706638
Jul,27,2007,7,5.694308,5.694308
Apr,25,2003,20,0.121972,5.694213
Oct,16,1996,2.4,5.691854,5.691854
Dec,25,1997,28,5.686694,5.686694
Jan,27,1995,2.5,5.274005,5.683223
Jun,25,1982,18,5.675599,5.675599
May,3,1996,8,5.656388,5.656388
Sep,2,2005,25,5.654777,5.654777
Jun,10,2016,17,1.361045,5.653176
Oct,29,2010,0.5,0.237301,5.63973
Aug,23,2013,19.2,0,5.61746
Jul,25,2008,1.9,2.962242,5.617067
Jun,1,1984,30,5.321508,5.575648
Nov,17,2006,12,5.549923,5.549923
May,15,2009,20,3.531756,5.531756
Dec,30,2015,8,3.759286,5.531455
Apr,22,2016,3.2,4.267219,5.526942
Apr,13,2007,0.75,5.520368,5.520368
Mar,23,2001,25,5.516708,5.516708
Aug,14,1998,5,5.502773,5.502773
Sep,30,2011,5,0.223838,5.476793
Jul,13,2001,5,5.308707,5.47606
Aug,26,2008,38,0,5.473041
Oct,21,2011,1,2.981038,5.438911
Nov,16,1994,5,3.046086,5.43812
Mar,30,2016,10,3.400278,5.437126
May,1,1992,7,5.430822,5.430822
Feb,12,1999,4.5,1.687311,5.428387
May,5,2000,3.3,0.104257,5.42274
Feb,23,2001,75,5.409517,5.409517
Apr,7,2009,12,0,5.400624
Jan,1,1949,1.6,5.4,5.4
Feb,15,2008,2.75,0.95262,5.394447
Mar,23,2012,1,5.355847,5.391992
Dec,31,2008,2.7,0,5.377665
Dec,24,1943,2.627,5.363,5.363
Dec,11,2009,1.07,0.164649,5.348767
Dec,6,2002,20,1.190018,5.345869
May,28,1969,5,5.321508,5.321508
Oct,29,2010,8,0.109338,5.314194
May,5,2006,20,1.903434,5.313608
Jul,8,2011,25,0,5.297411
Feb,22,2008,12,3.950294,5.295909
Mar,19,2010,9.5,3.573673,5.278632
Feb,24,2017,29.2,2.280004,5.278519
